feature,feature_importance
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_28,0.0008494149957732918
left_knee_angle__agg_linear_trend__attr_"rvalue"__chunk_len_5__f_agg_"max",0.0005599843039284449
right_ankle_angle__index_mass_quantile__q_0.9,0.0011518295909609786
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.2__ql_0.0,0.0010653913218381305
right_ankle_angle__fft_coefficient__attr_"real"__coeff_31,0.0008385264279310419
right_ankle_angle__fft_coefficient__attr_"real"__coeff_53,0.0002482962177421049
left_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.6,0.00026679787068382104
right_ankle_angle__fft_coefficient__attr_"abs"__coeff_31,0.001396486117018344
right_knee_angle__agg_linear_trend__attr_"intercept"__chunk_len_10__f_agg_"var",0.0002849990154253387
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.4,0.0
right_ankle_angle__fft_coefficient__attr_"real"__coeff_92,0.00020521933551037152
right_knee_angle__fft_coefficient__attr_"abs"__coeff_6,0.0006181471693225366
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"var",0.0
left_ankle_angle__lempel_ziv_complexity__bins_2,0.00019291396176376592
right_ankle_angle__fft_coefficient__attr_"real"__coeff_98,0.000148082924212663
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_79,0.00015850968679232357
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.6,1.150862508250951e-06
left_knee_angle__ar_coefficient__coeff_0__k_10,0.005021683973067457
left_ankle_angle__count_below_mean,0.0004172167612756225
right_knee_angle__fft_coefficient__attr_"imag"__coeff_51,0.00029551859728701085
right_shoulder_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.6,0.006666614405704383
right_knee_angle__fft_coefficient__attr_"imag"__coeff_79,0.00022828505330980826
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_76,0.0006941885397639141
right_shoulder_angle__ar_coefficient__coeff_0__k_10,0.001539952184490808
right_ankle_angle__fft_coefficient__attr_"real"__coeff_96,0.0002095205498924022
right_knee_angle__agg_autocorrelation__f_agg_"mean"__maxlag_40,0.00043486373117907016
right_ankle_angle__quantile__q_0.2,0.000992325197821204
hip_angle__range_count__max_1000000000000.0__min_0,0.0003255168326598239
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_31,0.0009372918191269678
right_knee_angle__absolute_sum_of_changes,0.0029544113217087244
left_hip_angle__autocorrelation__lag_6,0.0009159906561843509
left_knee_angle__fft_coefficient__attr_"real"__coeff_82,0.0004414962172211003
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_31,0.0005635704850836989
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.6,0.0011670589235560256
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.2,0.0004981583315307663
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.0,0.0
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_35,0.0011456424126901166
left_hip_angle__fft_coefficient__attr_"angle"__coeff_13,0.003305810728801282
right_hip_angle__fft_coefficient__attr_"abs"__coeff_2,0.000510658026448125
hip_angle__length,5.9135751459330555e-05
right_hip_angle__range_count__max_1__min_-1,5.3071149150614786e-05
left_knee_angle__range_count__max_1__min_-1,3.507823282894093e-05
left_shoulder_angle__length,6.241224932677862e-05
right_hip_angle__length,2.6916515117357316e-05
right_knee_angle__length,0.0001094835684260239
left_hip_angle__length,2.6776821526931206e-05
left_knee_angle__length,5.7321967151557593e-05
right_shoulder_angle__range_count__max_1__min_-1,9.474608673046983e-05
left_elbow_angle__length,2.843248427003166e-05
right_shoulder_angle__length,8.142558501931016e-05
right_knee_angle__range_count__max_1__min_-1,4.131886777305528e-05
right_ankle_angle__length,2.3422048941330508e-05
right_elbow_angle__length,4.088908485937252e-05
left_elbow_angle__range_count__max_1__min_-1,3.4399801351410624e-05
right_ankle_angle__range_count__max_1__min_-1,2.1089219444925943e-05
left_ankle_angle__length,5.5845168980469155e-05
right_elbow_angle__range_count__max_1__min_-1,7.91226844982713e-05
left_shoulder_angle__range_count__max_1__min_-1,5.695505483207067e-05
left_ankle_angle__range_count__max_1__min_-1,7.728507062653369e-05
left_hip_angle__range_count__max_1__min_-1,8.818618033558609e-05
hip_angle__range_count__max_1__min_-1,3.9850674605406835e-05
left_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"var",0.0
right_shoulder_angle__quantile__q_0.9,0.002940470412429161
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.4__ql_0.0,0.0003444275979784578
right_shoulder_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.8,0.003319764327342908
left_hip_angle__autocorrelation__lag_7,0.0003171674947822742
left_hip_angle__lempel_ziv_complexity__bins_2,6.165220482458944e-05
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.6__ql_0.2,0.000799064263770544
left_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"var",0.0
left_knee_angle__fft_coefficient__attr_"angle"__coeff_45,0.0017984674488161583
right_elbow_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_0.8__ql_0.0,0.00293568582392562
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_38,0.0005174166601933708
right_knee_angle__fft_coefficient__attr_"imag"__coeff_89,0.0006338532788956362
right_knee_angle__fft_coefficient__attr_"imag"__coeff_30,0.0002608604357390086
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_42,0.00046388388847778744
right_knee_angle__fft_coefficient__attr_"real"__coeff_37,0.0002595811656764381
hip_angle__fft_coefficient__attr_"abs"__coeff_31,0.0008906892853288876
left_knee_angle__fft_coefficient__attr_"real"__coeff_83,0.0006215721777066067
right_ankle_angle__fft_coefficient__attr_"real"__coeff_55,0.0002566118824547334
right_hip_angle__fft_coefficient__attr_"real"__coeff_10,0.0007340805077307743
left_ankle_angle__fft_coefficient__attr_"real"__coeff_76,0.0006117399620631247
left_knee_angle__fft_coefficient__attr_"real"__coeff_85,0.0004058192158261707
right_hip_angle__fft_coefficient__attr_"angle"__coeff_20,0.00134070108703417
right_shoulder_angle__sum_values,0.0014036022737785535
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_0,0.0016869656563935557
right_ankle_angle__fft_coefficient__attr_"real"__coeff_57,0.0005036626598351675
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.6__ql_0.2,2.42738839529073e-07
hip_angle__lempel_ziv_complexity__bins_2,0.0001678344431614654
left_knee_angle__fft_coefficient__attr_"real"__coeff_70,0.00523525937505861
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_35,0.0005661515058538723
right_knee_angle__fft_coefficient__attr_"real"__coeff_6,0.0010575032132417168
left_hip_angle__autocorrelation__lag_4,0.003377893399845976
left_knee_angle__fft_coefficient__attr_"real"__coeff_80,0.0007688935364622042
right_knee_angle__fft_coefficient__attr_"real"__coeff_98,0.00029425645289970603
right_shoulder_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"max",0.001031649100561166
hip_angle__lempel_ziv_complexity__bins_100,0.0002985807463569063
left_ankle_angle__number_peaks__n_1,0.0004557041315198349
right_ankle_angle__fft_aggregated__aggtype_"centroid",8.508087546928435e-05
hip_angle__cid_ce__normalize_True,0.0004676163312791772
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.2__ql_0.0,0.00034685697577557534
left_knee_angle__fft_coefficient__attr_"imag"__coeff_41,0.0010941991637795983
left_elbow_angle__number_peaks__n_10,0.0002928924236535209
left_knee_angle__absolute_sum_of_changes,0.00020474264896340016
right_ankle_angle__permutation_entropy__dimension_7__tau_1,0.0003051661781513463
left_knee_angle__fft_coefficient__attr_"real"__coeff_76,0.00048796834760536417
left_hip_angle__agg_linear_trend__attr_"intercept"__chunk_len_5__f_agg_"var",0.0002304165486264286
left_knee_angle__fft_coefficient__attr_"real"__coeff_64,0.00045881723155368295
right_ankle_angle__index_mass_quantile__q_0.8,0.002963371799643866
right_knee_angle__fft_coefficient__attr_"real"__coeff_7,0.00048034138284509044
left_hip_angle__quantile__q_0.7,0.0006883161986888123
right_knee_angle__fft_coefficient__attr_"angle"__coeff_48,0.0006399728760816856
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.4,0.0
right_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.4,7.11430410788597e-06
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_39,0.0004202608890881351
right_ankle_angle__fft_coefficient__attr_"real"__coeff_34,0.00030106360580008
left_hip_angle__number_peaks__n_3,0.00014987556412579444
left_knee_angle__fft_coefficient__attr_"imag"__coeff_45,0.0012819283893357432
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.4,0.00043499502492199896
left_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"var",0.0005544943377194001
left_knee_angle__fft_coefficient__attr_"real"__coeff_33,0.000918092837211819
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_25,0.0010862441491243738
right_shoulder_angle__mean,0.0015280028170550457
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.2,2.207343411765334e-05
right_ankle_angle__partial_autocorrelation__lag_9,0.0006887145241161009
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_83,0.0003540737097319144
right_ankle_angle__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.0012619434049585766
right_knee_angle__fft_coefficient__attr_"imag"__coeff_57,0.00039616500994029807
left_hip_angle__mean_second_derivative_central,0.0013147251679624982
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_56,0.0003221696383296951
right_knee_angle__fft_coefficient__attr_"imag"__coeff_86,0.00011543478466716122
right_ankle_angle__fft_coefficient__attr_"real"__coeff_54,0.0006098070287667317
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_62,0.0004175168379287798
left_hip_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"min",0.002403600723410544
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_77,0.0002824811655647422
right_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.6__ql_0.2,0.0
right_ankle_angle__fft_coefficient__attr_"real"__coeff_97,8.36674039611069e-05
left_ankle_angle__quantile__q_0.2,0.0004632526676355752
right_hip_angle__spkt_welch_density__coeff_5,0.0011308036646936021
right_knee_angle__fft_coefficient__attr_"real"__coeff_58,0.00021328998382574122
left_hip_angle__agg_linear_trend__attr_"intercept"__chunk_len_10__f_agg_"var",0.0005146525438376818
right_ankle_angle__lempel_ziv_complexity__bins_2,0.0003446075436452269
left_knee_angle__fft_coefficient__attr_"imag"__coeff_38,0.0008554089501524694
hip_angle__count_below_mean,0.00014939526984108332
right_hip_angle__standard_deviation,0.00026895660743786936
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.4__ql_0.0,7.503521705784566e-05
right_hip_angle__variance,3.384319521496556e-05
right_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.4__ql_0.2,3.654465989929738e-05
left_knee_angle__fft_coefficient__attr_"real"__coeff_75,0.0002634176450757773
right_hip_angle__root_mean_square,0.00015522219516238834
left_hip_angle__abs_energy,0.000525316085346332
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.2,0.0
right_hip_angle__linear_trend__attr_"pvalue",0.00197202391967118
right_ankle_angle__agg_linear_trend__attr_"rvalue"__chunk_len_10__f_agg_"var",0.0004764567770375651
right_knee_angle__fft_coefficient__attr_"imag"__coeff_53,0.00022924366716427268
left_hip_angle__autocorrelation__lag_8,0.00025624138682800435
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_40,0.0001923605559058919
right_knee_angle__fft_coefficient__attr_"imag"__coeff_31,0.00013889917244904132
left_hip_angle__autocorrelation__lag_5,0.0008181960450938165
right_shoulder_angle__number_peaks__n_10,0.00017028314725228518
right_hip_angle__number_peaks__n_1,0.0001254525154783216
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_77,0.0005049883980730542
left_knee_angle__fft_coefficient__attr_"imag"__coeff_57,0.001998740634520292
left_ankle_angle__fft_aggregated__aggtype_"variance",0.0001096547240719204
right_elbow_angle__fft_coefficient__attr_"real"__coeff_36,0.00031845730608823025
right_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.00019903964301322372
right_hip_angle__cid_ce__normalize_False,0.0001900737084819428
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_47,0.0014075548894675587
right_shoulder_angle__cid_ce__normalize_True,0.0005024056391092794
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.0
right_knee_angle__fft_coefficient__attr_"imag"__coeff_90,0.0003418577896293619
right_elbow_angle__fft_coefficient__attr_"real"__coeff_83,0.0005489288503978762
left_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.8,3.5687901130762436e-05
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.4__ql_0.2,0.0006481988414848888
left_knee_angle__fft_coefficient__attr_"angle"__coeff_71,0.003044565270822496
right_ankle_angle__mean,0.0006852960810968861
left_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"max",0.0006348152730287017
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_38,0.0005463239637838611
left_hip_angle__quantile__q_0.8,0.003710176717471689
right_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.2,8.14613850325267e-06
right_knee_angle__fft_coefficient__attr_"real"__coeff_4,0.00046505553381705206
left_knee_angle__fft_coefficient__attr_"real"__coeff_53,0.0012336463039843433
right_knee_angle__agg_linear_trend__attr_"rvalue"__chunk_len_10__f_agg_"max",0.00031471750873659734
right_ankle_angle__approximate_entropy__m_2__r_0.5,0.0018946061092341001
right_ankle_angle__friedrich_coefficients__coeff_0__m_3__r_30,0.00026774433203579484
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_42,0.000530377441784233
right_shoulder_angle__fft_coefficient__attr_"angle"__coeff_3,0.0008053089243499527
right_ankle_angle__c3__lag_3,0.0
right_elbow_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"max",0.0006085015245348316
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_82,0.0004959327938837955
left_knee_angle__fft_coefficient__attr_"angle"__coeff_43,0.0014266562638569195
right_knee_angle__number_peaks__n_1,0.0003048927719245553
right_ankle_angle__range_count__max_1000000000000.0__min_0,0.00034545242463862927
left_knee_angle__fft_coefficient__attr_"imag"__coeff_39,0.0008447106485187267
left_shoulder_angle__fft_coefficient__attr_"imag"__coeff_83,0.00155203268287755
right_ankle_angle__fft_coefficient__attr_"real"__coeff_0,0.00031314804252449425
right_elbow_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_0.8__ql_0.4,0.0008121438538062767
right_knee_angle__agg_autocorrelation__f_agg_"median"__maxlag_40,0.0008711280027795526
right_ankle_angle__sum_values,0.0001280927273089243
left_shoulder_angle__lempel_ziv_complexity__bins_2,0.0002706054413053354
right_shoulder_angle__fft_coefficient__attr_"abs"__coeff_48,0.000880845681116954
right_knee_angle__range_count__max_1000000000000.0__min_0,0.0003818208115597691
right_hip_angle__absolute_sum_of_changes,0.0004514796360811584
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_36,0.0007385629332483703
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.6,1.1378418945194575e-07
right_shoulder_angle__fft_coefficient__attr_"abs"__coeff_21,0.0010698082531101069
left_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.0005612894583451611
left_knee_angle__lempel_ziv_complexity__bins_2,0.00015806917845976473
right_elbow_angle__fft_coefficient__attr_"abs"__coeff_93,0.0007529064745428018
right_shoulder_angle__number_peaks__n_3,0.00022727637152751827
right_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.0,1.8004206299033815e-06
right_knee_angle__fft_coefficient__attr_"real"__coeff_96,0.0002344415006185775
right_ankle_angle__fourier_entropy__bins_2,0.0014834365822900641
left_knee_angle__fft_coefficient__attr_"real"__coeff_67,0.001426635959523469
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_49,0.00021505598160852346
right_shoulder_angle__fft_coefficient__attr_"imag"__coeff_47,0.0010743137469461943
left_knee_angle__fft_coefficient__attr_"real"__coeff_87,0.00031505606508842323
right_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.4,0.00046372608136514376
right_shoulder_angle__friedrich_coefficients__coeff_2__m_3__r_30,0.0004966430486608921
right_ankle_angle__fft_coefficient__attr_"real"__coeff_27,0.0006859249608304009
